COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
GENERATED VIA SPACETRACK.ORG API,18 SPCS,28945,SPAINSAT,PAYLOAD,U,06007A,2024-03-15 14:25:10,642368,1.0027319,0.0003051,0.0416,244.3977,88.6397,26.923,0,999,6595,0,-0.00000227,0,4227807,0 SPAINSAT,1 28945U 06007A   24075.60081762 -.00000227  00000-0  00000+0 0  9990,2 28945   0.0416 244.3977 0003051  88.6397  26.9230  1.00273190 65957,2006-007A,28945,42164.338,1436.077,35799.067,35773.339,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,28945,SPAINSAT,PAYLOAD,U,06007A,2024-03-15 14:25:10,757280,1.00273224,0.000306,0.0415,243.472,89.9572,26.5315,0,999,6596,0,-0.00000226,0,4228482,0 SPAINSAT,1 28945U 06007A   24075.60081895 -.00000226  00000-0  00000-0 0  9997,2 28945   0.0415 243.4720 0003060  89.9572  26.5315  1.00273224 65960,2006-007A,28945,42164.329,1436.076,35799.096,35773.291,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33373,NIMIQ 4,PAYLOAD,U,08044A,2024-03-15 13:59:09,928320,1.00279484,0.0001807,0.0229,240.4175,118.2728,302.7364,0,999,5657,0,-0.00000232,0,4226917,0 NIMIQ 4,1 33373U 08044A   24075.58275380 -.00000232  00000-0  00000+0 0  9998,2 33373   0.0229 240.4175 0001807 118.2728 302.7364  1.00279484 56575,2008-044A,33373,42162.574,1435.987,35792.058,35776.820,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-15 13:50:23,614944,1.00276977,0.0003222,0.2367,97.978,263.9893,266.596,0,999,6521,0,-0.0000005,0,4227250,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24075.57666221 -.00000050  00000-0  00000-0 0  9997,2 29162   0.2367  97.9780 0003222 263.9893 266.5960  1.00276977 65216,2006-020A,29162,42163.277,1436.023,35798.727,35771.557,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,23712,USA 115,PAYLOAD,U,95060A,2024-03-15 10:58:42,528288,1.00271529,0.000321,13.7664,9.6964,321.0704,247.3836,0,999,2462,0,-0.00000028,0,4227250,0 USA 115,1 23712U 95060A   24075.45743667 -.00000028  00000-0  00000-0 0  9996,2 23712  13.7664   9.6964 0003210 321.0704 247.3836  1.00271529 24625,1995-060A,23712,42164.804,1436.101,35800.204,35773.134,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22988,USA 99,PAYLOAD,U,94009A,2024-03-15 10:01:40,811808,1.00270963,0.0003008,16.3651,36.4293,307.9037,249.5819,0,999,2470,0,-0.00000206,0,4227250,0 USA 99,1 22988U 94009A   24075.41783347 -.00000206  00000-0  00000-0 0  9995,2 22988  16.3651  36.4293 0003008 307.9037 249.5819  1.00270963 24709,1994-009A,22988,42164.962,1436.109,35799.511,35774.144,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38699,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081Z,2024-03-15 09:17:45,462336,1.00848742,0.0099131,1.3504,339.8327,344.3075,165.0674,0,999,5182,0,0.00000083,0,4226654,0 TITAN 3C TRANSTAGE DEB,1 38699U 68081Z   24075.38733174  .00000083  00000-0  00000+0 0  9992,2 38699   1.3504 339.8327 0099131 344.3075 165.0674  1.00848742 51823,1968-081Z,38699,42003.762,1427.881,36042.014,35209.239,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38699,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081Z,2024-03-15 09:17:45,462336,1.00848742,0.0099131,1.3504,339.8327,344.3075,165.0674,0,999,4356,0,0.00000083,0,4227250,0 TITAN 3C TRANSTAGE DEB,1 38699U 68081Z   24075.38733174  .00000083  00000-0  00000-0 0  9993,2 38699   1.3504 339.8327 0099131 344.3075 165.0674  1.00848742 43565,1968-081Z,38699,42003.762,1427.881,36042.014,35209.239,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44457,COSMOS 2539,PAYLOAD,U,19048A,2024-03-15 07:33:39,909600,1.00271871,0.000075,0.0164,126.5698,217.3602,314.8656,0,999,1696,0,0.0000007,0,4226594,0 COSMOS 2539,1 44457U 19048A   24075.31504525  .00000070  00000-0  00000+0 0  9995,2 44457   0.0164 126.5698 0000750 217.3602 314.8656  1.00271871 16969,2019-048A,44457,42164.708,1436.096,35789.735,35783.410,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44457,COSMOS 2539,PAYLOAD,U,19048A,2024-03-15 07:33:39,909600,1.00271871,0.000075,0.0164,126.5698,217.3602,314.8656,0,999,1696,0,0.0000007,0,4227250,0 COSMOS 2539,1 44457U 19048A   24075.31504525  .00000070  00000-0  00000-0 0  9996,2 44457   0.0164 126.5698 0000750 217.3602 314.8656  1.00271871 16969,2019-048A,44457,42164.708,1436.096,35789.735,35783.410,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42749,ECHOSTAR 21,PAYLOAD,U,17032A,2024-03-15 07:33:09,834624,1.00270549,0.0002451,2.7015,317.8771,23.0736,315.9638,0,999,2486,0,0.00000054,0,4226343,0 ECHOSTAR 21,1 42749U 17032A   24075.31469716  .00000054  00000-0  00000+0 0  9992,2 42749   2.7015 317.8771 0002451  23.0736 315.9638  1.00270549 24863,2017-032A,42749,42165.078,1436.115,35797.278,35776.609,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38697,TITAN 3C TRANSTAGE DEB *,DEBRIS,U,68081X,2024-03-15 07:00:43,880256,1.01475025,0.0475494,3.772,34.5052,6.3536,354.3199,0,999,6650,0,-0.00000374,0,4227250,0 TITAN 3C TRANSTAGE DEB *,1 38697U 68081X   24075.29217454 -.00000374  00000-0  00000-0 0  9993,2 38697   3.7720  34.5052 0475494   6.3536 354.3199  1.01475025 66505,1968-081X,38697,41830.758,1419.068,37441.650,33463.595,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38697,TITAN 3C TRANSTAGE DEB *,DEBRIS,U,68081X,2024-03-15 07:00:43,880256,1.01475025,0.0475494,3.772,34.5052,6.3536,354.3199,0,999,6649,0,-0.00000373,0,4227855,0 TITAN 3C TRANSTAGE DEB *,1 38697U 68081X   24075.29217454 -.00000373  00000-0  00000+0 0  9991,2 38697   3.7720  34.5052 0475494   6.3536 354.3199  1.01475025 66493,1968-081X,38697,41830.758,1419.068,37441.650,33463.595,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38697,TITAN 3C TRANSTAGE DEB *,DEBRIS,U,68081X,2024-03-15 07:00:22,904928,1.01476391,0.0475151,3.772,34.5045,6.0856,354.5631,0,999,6649,0,-0.00000373,0,4227203,0 TITAN 3C TRANSTAGE DEB *,1 38697U 68081X   24075.29193177 -.00000373  00000-0  00000+0 0  9996,2 38697   3.7720  34.5045 0475151   6.0856 354.5631  1.01476391 66497,1968-081X,38697,41830.382,1419.049,37439.822,33464.672,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44307,YAMAL 601,PAYLOAD,U,19031A,2024-03-15 06:01:11,70048,1.00274018,0.0002371,0.0096,181.6809,170.7748,320.1687,0,999,1765,0,0.00000109,0,4227250,0 YAMAL 601,1 44307U 19031A   24075.25082257  .00000109  00000-0  00000-0 0  9991,2 44307   0.0096 181.6809 0002371 170.7748 320.1687  1.00274018 17654,2019-031A,44307,42164.106,1436.065,35795.968,35775.974,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38704,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081AE,2024-03-15 05:24:15,662592,1.02195198,0.0210462,2.2112,62.1953,214.6737,144.3861,0,999,6758,0,0.00000008,0,4227250,0 TITAN 3C TRANSTAGE DEB,1 38704U 68081AE  24075.22518128  .00000008  00000-0  00000-0 0  9990,2 38704   2.2112  62.1953 0210462 214.6737 144.3861  1.02195198 67582,1968-081AE,38704,41634.004,1409.068,36132.107,34379.632,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-15 05:10:42,574656,1.00276945,0.0003219,0.2358,98.0102,263.3889,136.8803,0,999,6520,0,-0.0000005,0,4225746,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24075.21577054 -.00000050  00000-0  00000+0 0  9992,2 29162   0.2358  98.0102 0003219 263.3889 136.8803  1.00276945 65200,2006-020A,29162,42163.285,1436.023,35798.723,35771.578,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25001,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081H,2024-03-15 04:44:52,149984,1.01691927,0.0069649,1.0259,348.0964,39.2588,359.6061,0,999,10993,0,-0.00000041,0,4225979,0 TITAN 3C TRANSTAGE DEB,1 25001U 68081H   24075.19782581 -.00000041  00000-0  00000+0 0  9995,2 25001   1.0259 348.0964 0069649  39.2588 359.6061  1.01691927109938,1968-081H,25001,41771.255,1416.042,35684.053,35102.187,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44307,YAMAL 601,PAYLOAD,U,19031A,2024-03-15 04:37:42,566592,1.00273983,0.0002368,0.0096,182.4085,170.1733,299.1163,0,999,1765,0,0.00000109,0,4225918,0 YAMAL 601,1 44307U 19031A   24075.19285378  .00000109  00000-0  00000+0 0  9992,2 44307   0.0096 182.4085 0002368 170.1733 299.1163  1.00273983 17657,2019-031A,44307,42164.116,1436.065,35795.965,35775.996,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44479,AMOS 17,PAYLOAD,U,19050A,2024-03-15 04:08:54,266784,1.00273965,0.0001804,0.0173,136.7501,234.6398,241.0765,0,999,1691,0,0.00000099,0,4226145,0 AMOS 17,1 44479U 19050A   24075.17285031  .00000099  00000-0  00000+0 0  9995,2 44479   0.0173 136.7501 0001804 234.6398 241.0765  1.00273965 16917,2019-050A,44479,42164.121,1436.066,35793.592,35778.379,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42915,TDRS 13,PAYLOAD,U,17047A,2024-03-15 04:00:45,548640,1.00271828,0.0014115,3.7194,342.6926,105.9791,133.2355,0,999,2411,0,-0.0000011,0,4225976,0 TDRS 13,1 42915U 17047A   24075.16719385 -.00000110  00000-0  00000+0 0  9990,2 42915   3.7194 342.6926 0014115 105.9791 133.2355  1.00271828 24112,2017-047A,42915,42164.720,1436.096,35846.100,35727.069,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25967,UFO 10 (USA 146),PAYLOAD,U,99063A,2024-03-15 03:27:42,605568,1.0027444,0.0003228,9.4123,31.0378,283.5802,247.689,0,999,8908,0,-0.00000196,0,4227250,0 UFO 10 (USA 146),1 25967U 99063A   24075.14424312 -.00000196  00000-0  00000-0 0  9992,2 25967   9.4123  31.0378 0003228 283.5802 247.6890  1.00274440 89088,1999-063A,25967,42163.988,1436.059,35799.463,35772.242,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41469,IRNSS 1G,PAYLOAD,U,16027A,2024-03-15 01:12:42,583968,1.00271371,0.0005252,3.2301,122.6973,297.4308,260.7192,0,999,2890,0,-0.00000345,0,4225843,0 IRNSS 1G,1 41469U 16027A   24075.05049287 -.00000345  00000-0  00000+0 0  9995,2 41469   3.2301 122.6973 0005252 297.4308 260.7192  1.00271371 28900,2016-027A,41469,42164.848,1436.103,35808.858,35764.568,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29055,ASTRA 1KR,PAYLOAD,U,06012A,2024-03-14 23:45:42,620832,1.0027387,0.000274,0.0524,283.8752,14.7335,250.0653,0,999,6548,0,0.0000011,0,4225841,0 ASTRA 1KR,1 29055U 06012A   24074.99007663  .00000110  00000-0  00000+0 0  9998,2 29055   0.0524 283.8752 0002740  14.7335 250.0653  1.00273870 65487,2006-012A,29055,42164.147,1436.067,35797.565,35774.459,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33436,ASTRA 1M,PAYLOAD,U,08057A,2024-03-14 23:45:42,620832,1.00269489,0.0001352,0.018,147.6896,243.6585,157.3723,0,999,5621,0,0.00000109,0,4225831,0 ASTRA 1M,1 33436U 08057A   24074.99007663  .00000109  00000-0  00000+0 0  9995,2 33436   0.0180 147.6896 0001352 243.6585 157.3723  1.00269489 56216,2008-057A,33436,42165.376,1436.130,35792.941,35781.540,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44066,S5 DEB,DEBRIS,U,19009E,2024-03-14 22:58:14,365344,0.98984101,0.0004721,4.4644,80.6295,201.9343,158.291,0,999,1820,0,-0.00000095,0,4225780,0 S5 DEB,1 44066U 19009E   24074.95711071 -.00000095  00000-0  00000+0 0  9991,2 44066   4.4644  80.6295 0004721 201.9343 158.2910  0.98984101 18207,2019-009E,44066,42529.624,1454.779,36171.568,36131.411,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44066,S5 DEB,DEBRIS,U,19009E,2024-03-14 22:58:14,143296,0.98984111,0.0004689,4.4644,80.6291,202.029,158.1963,0,999,1820,0,-0.00000094,0,4227250,0 S5 DEB,1 44066U 19009E   24074.95710814 -.00000094  00000-0  00000-0 0  9995,2 44066   4.4644  80.6291 0004689 202.0290 158.1963  0.98984111 18207,2019-009E,44066,42529.621,1454.779,36171.429,36131.544,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25001,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081H,2024-03-14 21:51:52,464960,1.01691917,0.0069624,1.0261,348.0588,39.2694,254.6308,0,999,10993,0,-0.0000005,0,4225645,0 TITAN 3C TRANSTAGE DEB,1 25001U 68081H   24074.91102390 -.00000050  00000-0  00000-0 0  9999,2 25001   1.0261 348.0588 0069624  39.2694 254.6308  1.01691917109931,1968-081H,25001,41771.258,1416.042,35683.951,35102.294,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41469,IRNSS 1G,PAYLOAD,U,16027A,2024-03-14 21:48:44,495712,1.00271437,0.0005253,3.2298,122.7036,297.3697,209.6425,0,999,2891,0,-0.00000345,0,4225645,0 IRNSS 1G,1 41469U 16027A   24074.90884833 -.00000345  00000-0  00000-0 0  9993,2 41469   3.2298 122.7036 0005253 297.3697 209.6425  1.00271437 28912,2016-027A,41469,42164.830,1436.102,35808.844,35764.545,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33436,ASTRA 1M,PAYLOAD,U,08057A,2024-03-14 21:27:42,912288,1.00270358,0.0001342,0.0176,149.1686,240.3154,124.6436,0,999,3747,0,0.00000109,0,4225645,0 ASTRA 1M,1 33436U 08057A   24074.89424667  .00000109  00000-0  00000-0 0  9992,2 33436   0.0176 149.1686 0001342 240.3154 124.6436  1.00270358 37472,2008-057A,33436,42165.132,1436.117,35792.656,35781.338,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44479,AMOS 17,PAYLOAD,U,19050A,2024-03-14 21:27:42,912288,1.00273777,0.0001805,0.018,136.2496,235.3523,140.2905,0,999,1692,0,0.00000099,0,4225645,0 AMOS 17,1 44479U 19050A   24074.89424667  .00000099  00000-0  00000-0 0  9994,2 44479   0.0180 136.2496 0001805 235.3523 140.2905  1.00273777 16920,2019-050A,44479,42164.174,1436.068,35793.649,35778.428,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44307,YAMAL 601,PAYLOAD,U,19031A,2024-03-14 21:25:43,713984,1.00273783,0.0002359,0.0093,186.6233,166.5697,190.212,0,999,1765,0,0.00000109,0,4225645,0 YAMAL 601,1 44307U 19031A   24074.89286706  .00000109  00000-0  00000-0 0  9995,2 44307   0.0093 186.6233 0002359 166.5697 190.2120  1.00273783 17655,2019-031A,44307,42164.172,1436.068,35795.983,35776.090,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41384,IRNSS 1F,PAYLOAD,U,16015A,2024-03-14 21:20:58,2144,1.00270689,0.0019563,3.3493,121.4245,190.6848,213.5511,0,999,2940,0,0.00000149,0,4225645,0 IRNSS 1F,1 41384U 16015A   24074.88956021  .00000149  00000-0  00000-0 0  9993,2 41384   3.3493 121.4245 0019563 190.6848 213.5511  1.00270689 29409,2016-015A,41384,42165.039,1436.113,35869.392,35704.417,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42749,ECHOSTAR 21,PAYLOAD,U,17032A,2024-03-14 21:14:34,545120,1.00270331,0.000244,2.7024,317.8692,23.0162,160.9609,0,999,2484,0,0.00000054,0,4225645,0 ECHOSTAR 21,1 42749U 17032A   24074.88512205  .00000054  00000-0  00000-0 0  9996,2 42749   2.7024 317.8692 0002440  23.0162 160.9609  1.00270331 24849,2017-032A,42749,42165.140,1436.118,35797.293,35776.716,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42915,TDRS 13,PAYLOAD,U,17047A,2024-03-14 21:08:26,126880,1.00271775,0.0014112,3.7196,342.6859,106.0093,29.8489,0,999,2408,0,-0.0000011,0,4225645,0 TDRS 13,1 42915U 17047A   24074.88085795 -.00000110  00000-0  00000-0 0  9990,2 42915   3.7196 342.6859 0014112 106.0093  29.8489  1.00271775 24088,2017-047A,42915,42164.735,1436.097,35846.103,35727.097,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33373,NIMIQ 4,PAYLOAD,U,08044A,2024-03-14 20:48:08,587584,1.00270578,0.0001625,0.0248,243.4471,121.8186,37.6883,0,999,5671,0,-0.0000023,0,4225645,0 NIMIQ 4,1 33373U 08044A   24074.86676606 -.00000230  00000-0  00000-0 0  9993,2 33373   0.0248 243.4471 0001625 121.8186  37.6883  1.00270578 56715,2008-044A,33373,42165.070,1436.114,35793.787,35780.084,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22988,USA 99,PAYLOAD,U,94009A,2024-03-14 20:45:53,250624,1.00270958,0.0002985,16.3642,36.435,307.3576,50.6327,0,999,2469,0,-0.00000206,0,4225645,0 USA 99,1 22988U 94009A   24074.86519966 -.00000206  00000-0  00000-0 0  9997,2 22988  16.3642  36.4350 0002985 307.3576  50.6327  1.00270958 24695,1994-009A,22988,42164.964,1436.109,35799.415,35774.243,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22988,USA 99,PAYLOAD,U,94009A,2024-03-14 20:45:53,250624,1.00270958,0.0002985,16.3642,36.435,307.3576,50.6327,0,999,2338,0,-0.00000206,0,4225683,0 USA 99,1 22988U 94009A   24074.86519966 -.00000206  00000-0  00000+0 0  9996,2 22988  16.3642  36.4350 0002985 307.3576  50.6327  1.00270958 23380,1994-009A,22988,42164.964,1436.109,35799.415,35774.243,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41937,SBIRS GEO 4 (USA 273),PAYLOAD,U,17004A,2024-03-14 20:44:00,469248,1.0027143,0.0002395,1.4498,350.7337,353.4537,42.9394,0,999,2634,0,-0.00000153,0,4225645,0 SBIRS GEO 4 (USA 273),1 41937U 17004A   24074.86389432 -.00000153  00000-0  00000-0 0  9996,2 41937   1.4498 350.7337 0002395 353.4537  42.9394  1.00271430 26343,2017-004A,41937,42164.831,1436.102,35796.795,35776.598,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22787,UFO 2 (USA 95),PAYLOAD,U,93056A,2024-03-14 20:29:52,714176,1.00274441,0.0004425,11.6304,7.8479,5.8756,135.3339,0,999,11028,0,0.00000117,0,4225645,0 UFO 2 (USA 95),1 22787U 93056A   24074.85408234  .00000117  00000-0  00000-0 0  9999,2 22787  11.6304   7.8479 0004425   5.8756 135.3339  1.00274441110286,1993-056A,22787,42163.987,1436.059,35804.510,35767.195,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43453,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013L,2024-03-14 20:19:01,792128,1.07401587,0.0718714,1.7252,232.2718,213.0753,141.5606,0,999,2318,0,-0.00000169,0,4225931,0 TITAN 3C TRANSTAGE DEB,1 43453U 69013L   24074.84654852 -.00000169  00000-0  00000+0 0  9993,2 43453   1.7252 232.2718 0718714 213.0753 141.5606  1.07401587 23182,1969-013L,43453,40277.395,1340.762,36794.053,31004.467,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43453,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013L,2024-03-14 20:18:57,178368,1.07401389,0.0719581,1.7252,232.2658,213.0759,141.554,0,999,2318,0,-0.00000169,0,4225645,0 TITAN 3C TRANSTAGE DEB,1 43453U 69013L   24074.84649512 -.00000169  00000-0  00000-0 0  9991,2 43453   1.7252 232.2658 0719581 213.0759 141.5540  1.07401389 23181,1969-013L,43453,40277.445,1340.765,36797.598,31001.021,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43453,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013L,2024-03-14 20:18:55,515168,1.07401838,0.0722228,1.7254,232.239,213.0133,141.6066,0,999,2318,0,-0.00000169,0,4226288,0 TITAN 3C TRANSTAGE DEB,1 43453U 69013L   24074.84647587 -.00000169  00000-0  00000+0 0  9990,2 43453   1.7254 232.2390 0722228 213.0133 141.6066  1.07401838 23187,1969-013L,43453,40277.332,1340.759,36808.139,30990.256,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43453,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013L,2024-03-14 20:18:47,960352,1.07402028,0.0723765,1.7252,232.2143,213.0068,141.6035,0,999,2318,0,-0.00000169,0,4226890,0 TITAN 3C TRANSTAGE DEB,1 43453U 69013L   24074.84638843 -.00000169  00000-0  00000+0 0  9995,2 43453   1.7252 232.2143 0723765 213.0068 141.6035  1.07402028 23183,1969-013L,43453,40277.285,1340.757,36814.279,30984.021,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43162,SBIRS GEO 3 (USA 282),PAYLOAD,U,18009A,2024-03-14 18:42:57,357792,1.00272155,0.0001894,2.4756,332.2397,14.6501,307.2894,0,999,2257,0,0.00000118,0,4225184,0 SBIRS GEO 3 (USA 282),1 43162U 18009A   24074.77983053  .00000118  00000-0  00000+0 0  9992,2 43162   2.4756 332.2397 0001894  14.6501 307.2894  1.00272155 22572,2018-009A,43162,42164.628,1436.092,35794.479,35778.507,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43162,SBIRS GEO 3 (USA 282),PAYLOAD,U,18009A,2024-03-14 18:42:57,357792,1.00272155,0.0001894,2.4756,332.2397,14.6501,307.2894,0,999,2257,0,0.00000118,0,4225645,0 SBIRS GEO 3 (USA 282),1 43162U 18009A   24074.77983053  .00000118  00000-0  00000-0 0  9993,2 43162   2.4756 332.2397 0001894  14.6501 307.2894  1.00272155 22572,2018-009A,43162,42164.628,1436.092,35794.479,35778.507,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,20253,FLTSATCOM 8 (USA 46),PAYLOAD,U,89077A,2024-03-14 16:38:23,717184,1.00269209,0.0006847,12.6639,356.1342,356.6576,195.4398,0,999,25235,0,-0.00000375,0,4225645,0 FLTSATCOM 8 (USA 46),1 20253U 89077A   24074.69333006 -.00000375  00000-0  00000-0 0  9996,2 20253  12.6639 356.1342 0006847 356.6576 195.4398  1.00269209252353,1989-077A,20253,42165.454,1436.134,35816.190,35758.448,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25967,UFO 10 (USA 146),PAYLOAD,U,99063A,2024-03-14 15:55:47,341632,1.00274512,0.0003257,9.4117,31.0398,282.9378,74.8712,0,999,8907,0,-0.00000196,0,4225645,0 UFO 10 (USA 146),1 25967U 99063A   24074.66374238 -.00000196  00000-0  00000-0 0  9999,2 25967   9.4117  31.0398 0003257 282.9378  74.8712  1.00274512 89078,1999-063A,25967,42163.968,1436.058,35799.565,35772.100,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-14 15:30:05,997600,1.0027688,0.0003211,0.2343,98.07,262.5881,291.8965,0,999,6520,0,-0.0000005,0,4225645,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24074.64590275 -.00000050  00000-0  00000-0 0  9999,2 29162   0.2343  98.0700 0003211 262.5881 291.8965  1.00276880 65202,2006-020A,29162,42163.304,1436.024,35798.707,35771.630,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,23712,USA 115,PAYLOAD,U,95060A,2024-03-14 14:36:22,543200,1.00271223,0.0003169,13.766,9.7021,320.4437,301.5881,0,999,2461,0,-0.00000027,0,4225645,0 USA 115,1 23712U 95060A   24074.60859425 -.00000027  00000-0  00000-0 0  9991,2 23712  13.7660   9.7021 0003169 320.4437 301.5881  1.00271223 24618,1995-060A,23712,42164.890,1436.105,35800.117,35773.392,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,28945,SPAINSAT,PAYLOAD,U,06007A,2024-03-14 14:29:07,573632,1.00270179,0.0002967,0.0445,246.7518,87.6083,25.6022,0,999,6594,0,-0.00000226,0,4225645,0 SPAINSAT,1 28945U 06007A   24074.60355988 -.00000226  00000-0  00000-0 0  9993,2 28945   0.0445 246.7518 0002967  87.6083  25.6022  1.00270179 65940,2006-007A,28945,42165.182,1436.120,35799.558,35774.537,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44457,COSMOS 2539,PAYLOAD,U,19048A,2024-03-14 13:14:42,723168,1.00268823,0.0000966,0.0176,125.1986,208.835,49.2688,0,999,1695,0,0.0000007,0,4225645,0 COSMOS 2539,1 44457U 19048A   24074.55188337  .00000070  00000-0  00000-0 0  9990,2 44457   0.0176 125.1986 0000966 208.8350  49.2688  1.00268823 16957,2019-048A,44457,42165.562,1436.139,35791.501,35783.354,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41384,IRNSS 1F,PAYLOAD,U,16015A,2024-03-14 12:45:29,661984,1.00270499,0.0019568,3.3485,121.4393,190.6056,84.3957,0,999,2939,0,0.00000149,0,4224843,0 IRNSS 1F,1 41384U 16015A   24074.53159331  .00000149  00000-0  00000+0 0  9993,2 41384   3.3485 121.4393 0019568 190.6056  84.3957  1.00270499 29395,2016-015A,41384,42165.092,1436.115,35869.466,35704.449,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41937,SBIRS GEO 4 (USA 273),PAYLOAD,U,17004A,2024-03-14 12:44:39,861024,1.00271407,0.0002383,1.4497,350.6956,354.1905,282.077,0,999,2633,0,-0.00000154,0,4224631,0 SBIRS GEO 4 (USA 273),1 41937U 17004A   24074.53101691 -.00000154  00000-0  00000+0 0  9999,2 41937   1.4497 350.6956 0002383 354.1905 282.0770  1.00271407 26330,2017-004A,41937,42164.838,1436.102,35796.751,35776.655,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33373,NIMIQ 4,PAYLOAD,U,08044A,2024-03-14 12:12:39,748896,1.00270709,0.0001633,0.0242,245.7991,119.1563,268.7771,0,999,5656,0,-0.0000023,0,4224706,0 NIMIQ 4,1 33373U 08044A   24074.50879339 -.00000230  00000-0  00000+0 0  9991,2 33373   0.0242 245.7991 0001633 119.1563 268.7771  1.00270709 56561,2008-044A,33373,42165.034,1436.112,35793.784,35780.013,0
