COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44457,COSMOS 2539,PAYLOAD,U,19048A,2024-03-04 07:21:42,684192,1.00269649,0.0000042,0.0139,127.1038,130.5434,27.3119,0,999,1684,0,0.00000086,0,4207662,0 COSMOS 2539,1 44457U 19048A   24064.30674403  .00000086  00000-0  00000+0 0  9992,2 44457   0.0139 127.1038 0000042 130.5434  27.3119  1.00269649 16846,2019-048A,44457,42165.331,1436.127,35787.373,35787.019,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29055,ASTRA 1KR,PAYLOAD,U,06012A,2024-03-04 07:14:42,677376,1.00269385,0.0002972,0.0788,280.8935,11.172,358.3356,0,999,6537,0,0.00000125,0,4207517,0 ASTRA 1KR,1 29055U 06012A   24064.30188284  .00000125  00000-0  00000+0 0  9997,2 29055   0.0788 280.8935 0002972  11.1720 358.3356  1.00269385 65371,2006-012A,29055,42165.405,1436.131,35799.801,35774.738,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29055,ASTRA 1KR,PAYLOAD,U,06012A,2024-03-04 07:14:42,677376,1.00269385,0.0002972,0.0788,280.8935,11.172,358.3356,0,999,3734,0,0.00000125,0,4208022,0 ASTRA 1KR,1 29055U 06012A   24064.30188284  .00000125  00000-0  00000-0 0  9998,2 29055   0.0788 280.8935 0002972  11.1720 358.3356  1.00269385 37347,2006-012A,29055,42165.405,1436.131,35799.801,35774.738,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44479,AMOS 17,PAYLOAD,U,19050A,2024-03-04 06:56:49,667136,1.00269924,0.0002118,0.0172,106.4909,264.2039,273.0304,0,999,1681,0,0.00000115,0,4207844,0 AMOS 17,1 44479U 19050A   24064.28946374  .00000115  00000-0  00000+0 0  9998,2 44479   0.0172 106.4909 0002118 264.2039 273.0304  1.00269924 16815,2019-050A,44479,42165.254,1436.124,35796.049,35778.188,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44479,AMOS 17,PAYLOAD,U,19050A,2024-03-04 06:56:49,667136,1.00269924,0.0002118,0.0172,106.4909,264.2039,273.0304,0,999,1681,0,0.00000115,0,4208022,0 AMOS 17,1 44479U 19050A   24064.28946374  .00000115  00000-0  00000-0 0  9999,2 44479   0.0172 106.4909 0002118 264.2039 273.0304  1.00269924 16815,2019-050A,44479,42165.254,1436.124,35796.049,35778.188,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25967,UFO 10 (USA 146),PAYLOAD,U,99063A,2024-03-04 06:33:42,706080,1.00268453,0.0003764,9.3978,31.0859,279.6721,287.2487,0,999,8896,0,-0.00000181,0,4207870,0 UFO 10 (USA 146),1 25967U 99063A   24064.27341095 -.00000181  00000-0  00000+0 0  9993,2 25967   9.3978  31.0859 0003764 279.6721 287.2487  1.00268453 88965,1999-063A,25967,42165.666,1436.145,35803.402,35771.660,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25967,UFO 10 (USA 146),PAYLOAD,U,99063A,2024-03-04 06:33:42,706080,1.00268453,0.0003764,9.3978,31.0859,279.6721,287.2487,0,999,8897,0,-0.00000181,0,4208022,0 UFO 10 (USA 146),1 25967U 99063A   24064.27341095 -.00000181  00000-0  00000-0 0  9994,2 25967   9.3978  31.0859 0003764 279.6721 287.2487  1.00268453 88976,1999-063A,25967,42165.666,1436.145,35803.402,35771.660,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33436,ASTRA 1M,PAYLOAD,U,08057A,2024-03-04 05:14:19,327200,1.00270153,0.000145,0.016,115.4566,289.6505,215.1145,0,999,3736,0,0.00000125,0,4208022,0 ASTRA 1M,1 33436U 08057A   24064.21827925  .00000125  00000-0  00000-0 0  9999,2 33436   0.0160 115.4566 0001450 289.6505 215.1145  1.00270153 37368,2008-057A,33436,42165.189,1436.120,35793.168,35780.941,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,20253,FLTSATCOM 8 (USA 46),PAYLOAD,U,89077A,2024-03-04 04:55:42,470688,1.00274575,0.000681,12.6667,356.2001,350.3087,15.7322,0,999,25223,0,-0.00000356,0,4206767,0 FLTSATCOM 8 (USA 46),1 20253U 89077A   24064.20535267 -.00000356  00000-0  00000+0 0  9993,2 20253  12.6667 356.2001 0006810 350.3087  15.7322  1.00274575252235,1989-077A,20253,42163.950,1436.057,35814.528,35757.101,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42915,TDRS 13,PAYLOAD,U,17047A,2024-03-04 03:57:51,501888,1.00271891,0.0014085,3.7298,342.441,106.2696,121.6423,0,999,2400,0,-0.0000009,0,4206813,0 TDRS 13,1 42915U 17047A   24064.16517942 -.00000090  00000-0  00000+0 0  9990,2 42915   3.7298 342.4410 0014085 106.2696 121.6423  1.00271891 24002,2017-047A,42915,42164.702,1436.095,35845.956,35727.178,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41384,IRNSS 1F,PAYLOAD,U,16015A,2024-03-04 01:51:56,543328,1.00276006,0.0020353,3.3254,121.8582,190.5014,270.4159,0,999,2928,0,0.00000164,0,4206524,0 IRNSS 1F,1 41384U 16015A   24064.07773777  .00000164  00000-0  00000+0 0  9994,2 41384   3.3254 121.8582 0020353 190.5014 270.4159  1.00276006 29280,2016-015A,41384,42163.549,1436.036,35871.229,35699.598,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42749,ECHOSTAR 21,PAYLOAD,U,17032A,2024-03-04 01:45:33,87168,1.00271403,0.0002297,2.7236,317.608,22.7976,218.5327,0,999,2474,0,0.00000073,0,4206607,0 ECHOSTAR 21,1 42749U 17032A   24064.07329962  .00000073  00000-0  00000+0 0  9992,2 42749   2.7236 317.6080 0002297  22.7976 218.5327  1.00271403 24749,2017-032A,42749,42164.839,1436.102,35796.389,35777.019,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33373,NIMIQ 4,PAYLOAD,U,08044A,2024-03-04 01:19:06,630240,1.00272376,0.0001898,0.0119,134.1896,207.4558,118.4035,0,999,5646,0,-0.00000214,0,4206591,0 NIMIQ 4,1 33373U 08044A   24064.05493785 -.00000214  00000-0  00000+0 0  9999,2 33373   0.0119 134.1896 0001898 207.4558 118.4035  1.00272376 56462,2008-044A,33373,42164.566,1436.088,35794.434,35778.428,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41469,IRNSS 1G,PAYLOAD,U,16027A,2024-03-04 01:04:42,750336,1.00270055,0.0005037,3.2066,123.1668,290.2467,254.5608,0,999,2879,0,-0.0000033,0,4206940,0 IRNSS 1G,1 41469U 16027A   24064.04493924 -.00000330  00000-0  00000+0 0  9997,2 41469   3.2066 123.1668 0005037 290.2467 254.5608  1.00270055 28791,2016-027A,41469,42165.217,1436.122,35808.321,35765.843,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22787,UFO 2 (USA 95),PAYLOAD,U,93056A,2024-03-04 00:37:42,690720,1.00269177,0.0004,11.6279,7.9042,359.2931,193.1579,0,999,11028,0,0.00000134,0,4207432,0 UFO 2 (USA 95),1 22787U 93056A   24064.02618855  .00000134  00000-0  00000+0 0  9997,2 22787  11.6279   7.9042 0004000 359.2931 193.1579  1.00269177110282,1993-056A,22787,42165.463,1436.134,35804.194,35770.462,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22787,UFO 2 (USA 95),PAYLOAD,U,93056A,2024-03-04 00:37:42,690720,1.00269177,0.0004,11.6279,7.9042,359.2931,193.1579,0,999,11017,0,0.00000134,0,4208022,0 UFO 2 (USA 95),1 22787U 93056A   24064.02618855  .00000134  00000-0  00000-0 0  9998,2 22787  11.6279   7.9042 0004000 359.2931 193.1579  1.00269177110170,1993-056A,22787,42165.463,1436.134,35804.194,35770.462,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41548,BREEZE-M DEB,DEBRIS,U,15075J,2024-03-04 00:34:52,952736,1.0219532,0.0361829,6.7883,63.9165,110.9333,253.1354,0,999,3073,0,-0.00000248,0,4208022,0 BREEZE-M DEB,1 41548U 15075J   24064.02422399 -.00000248  00000-0  00000-0 0  9992,2 41548   6.7883  63.9165 0361829 110.9333 253.1354  1.02195320 30734,2015-075J,41548,41633.971,1409.066,36762.274,33749.398,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22988,USA 99,PAYLOAD,U,94009A,2024-03-03 21:50:38,806368,1.00273263,0.0003118,16.345,36.5477,310.9202,52.3856,0,999,2327,0,-0.00000191,0,4206373,0 USA 99,1 22988U 94009A   24063.91017137 -.00000191  00000-0  00000+0 0  9996,2 22988  16.3450  36.5477 0003118 310.9202  52.3856  1.00273263 23279,1994-009A,22988,42164.318,1436.076,35799.329,35773.036,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25001,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081H,2024-03-03 20:50:27,765888,1.01697136,0.0068611,1.0326,346.7487,39.3143,173.0838,0,999,10982,0,-0.00000276,0,4206364,0 TITAN 3C TRANSTAGE DEB,1 25001U 68081H   24063.86837692 -.00000276  00000-0  00000-0 0  9991,2 25001   1.0326 346.7487 0068611  39.3143 173.0838  1.01697136109820,1968-081H,25001,41769.829,1415.969,35678.281,35105.107,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,8832,TITAN 3C TRANSTAGE DEB,DEBRIS,U,76023J,2024-03-03 20:48:48,463776,0.98258606,0.0137445,20.1021,53.2737,73.5083,78.9187,0,999,10939,0,-0.00000058,0,4206364,0 TITAN 3C TRANSTAGE DEB,1 08832U 76023J   24063.86722759 -.00000058  00000-0  00000-0 0  9994,2 08832  20.1021  53.2737 0137445  73.5083  78.9187  0.98258606109392,1976-023J,8832,42738.713,1465.520,36948.000,35773.156,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44479,AMOS 17,PAYLOAD,U,19050A,2024-03-03 20:38:13,925760,1.00269784,0.0002107,0.016,107.3422,262.6234,118.6898,0,999,1681,0,0.00000116,0,4206364,0 AMOS 17,1 44479U 19050A   24063.85988340  .00000116  00000-0  00000-0 0  9991,2 44479   0.0160 107.3422 0002107 262.6234 118.6898  1.00269784 16815,2019-050A,44479,42165.293,1436.126,35796.042,35778.274,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42749,ECHOSTAR 21,PAYLOAD,U,17032A,2024-03-03 20:36:13,625856,1.00271373,0.0002302,2.7242,317.5993,22.2471,141.5492,0,999,2473,0,0.00000074,0,4206364,0 ECHOSTAR 21,1 42749U 17032A   24063.85849104  .00000074  00000-0  00000-0 0  9994,2 42749   2.7242 317.5993 0002302  22.2471 141.5492  1.00271373 24733,2017-032A,42749,42164.847,1436.103,35796.419,35777.006,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42915,TDRS 13,PAYLOAD,U,17047A,2024-03-03 20:30:05,206752,1.00271961,0.0014057,3.7301,342.4344,106.2888,9.3802,0,999,2397,0,-0.00000089,0,4206364,0 TDRS 13,1 42915U 17047A   24063.85422693 -.00000089  00000-0  00000-0 0  9992,2 42915   3.7301 342.4344 0014057 106.2888   9.3802  1.00271961 23971,2017-047A,42915,42164.683,1436.094,35845.819,35727.277,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44066,S5 DEB,DEBRIS,U,19009E,2024-03-03 20:16:46,441344,0.98987777,0.0005776,4.4359,80.7659,196.9239,163.2828,0,999,1809,0,-0.00000229,0,4208022,0 S5 DEB,1 44066U 19009E   24063.84498196 -.00000229  00000-0  00000-0 0  9997,2 44066   4.4359  80.7659 0005776 196.9239 163.2828  0.98987777 18096,2019-009E,44066,42528.571,1454.725,36175.001,36125.872,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41384,IRNSS 1F,PAYLOAD,U,16015A,2024-03-03 20:06:42,578784,1.00275897,0.0020361,3.3249,121.868,190.4574,183.9018,0,999,2929,0,0.00000164,0,4206364,0 IRNSS 1F,1 41384U 16015A   24063.83799281  .00000164  00000-0  00000-0 0  9996,2 41384   3.3249 121.8680 0020361 190.4574 183.9018  1.00275897 29292,2016-015A,41384,42163.579,1436.038,35871.294,35699.595,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,20253,FLTSATCOM 8 (USA 46),PAYLOAD,U,89077A,2024-03-03 19:50:04,993152,1.00274771,0.0006806,12.6668,356.2024,350.1068,239.1494,0,999,25224,0,-0.00000356,0,4206364,0 FLTSATCOM 8 (USA 46),1 20253U 89077A   24063.82644668 -.00000356  00000-0  00000-0 0  9997,2 20253  12.6668 356.2024 0006806 350.1068 239.1494  1.00274771252244,1989-077A,20253,42163.895,1436.054,35814.457,35757.063,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43162,SBIRS GEO 3 (USA 282),PAYLOAD,U,18009A,2024-03-03 19:47:38,417280,1.00272299,0.0001854,2.4911,331.8224,20.9069,306.8364,0,999,2246,0,0.00000138,0,4206364,0 SBIRS GEO 3 (USA 282),1 43162U 18009A   24063.82475020  .00000138  00000-0  00000-0 0  9999,2 43162   2.4911 331.8224 0001854  20.9069 306.8364  1.00272299 22468,2018-009A,43162,42164.588,1436.090,35794.270,35778.636,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44307,YAMAL 601,PAYLOAD,U,19031A,2024-03-03 19:04:17,605344,1.00270523,0.0002356,0.0097,163.6566,186.8832,146.5608,0,999,1754,0,0.00000127,0,4206364,0 YAMAL 601,1 44307U 19031A   24063.79464821  .00000127  00000-0  00000-0 0  9998,2 44307   0.0097 163.6566 0002356 186.8832 146.5608  1.00270523 17548,2019-031A,44307,42165.086,1436.115,35796.885,35777.017,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41469,IRNSS 1G,PAYLOAD,U,16027A,2024-03-03 18:31:27,903072,1.00270202,0.000503,3.206,123.1784,290.1486,156.0676,0,999,2880,0,-0.00000329,0,4206364,0 IRNSS 1G,1 41469U 16027A   24063.77185073 -.00000329  00000-0  00000-0 0  9998,2 41469   3.2060 123.1784 0005030 290.1486 156.0676  1.00270202 28804,2016-027A,41469,42165.176,1436.120,35808.250,35765.832,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43453,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013L,2024-03-03 16:12:45,942336,1.07401506,0.0670937,1.7434,232.9671,213.2625,141.6746,0,999,2306,0,-0.00000051,0,4207605,0 TITAN 3C TRANSTAGE DEB,1 43453U 69013L   24063.67553174 -.00000051  00000-0  00000+0 0  9997,2 43453   1.7434 232.9671 0670937 213.2625 141.6746  1.07401506 23067,1969-013L,43453,40277.415,1340.763,36601.641,31196.920,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43453,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013L,2024-03-03 16:12:45,942336,1.07401506,0.0670937,1.7434,232.9671,213.2625,141.6746,0,999,2306,0,-0.00000051,0,4208022,0 TITAN 3C TRANSTAGE DEB,1 43453U 69013L   24063.67553174 -.00000051  00000-0  00000-0 0  9998,2 43453   1.7434 232.9671 0670937 213.2625 141.6746  1.07401506 23067,1969-013L,43453,40277.415,1340.763,36601.641,31196.920,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43453,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013L,2024-03-03 16:12:45,400608,1.07401408,0.0671579,1.7432,232.9581,213.2379,141.6975,0,999,2306,0,-0.00000051,0,4208633,0 TITAN 3C TRANSTAGE DEB,1 43453U 69013L   24063.67552547 -.00000051  00000-0  00000-0 0  9991,2 43453   1.7432 232.9581 0671579 213.2379 141.6975  1.07401408 23069,1969-013L,43453,40277.440,1340.765,36604.253,31194.357,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43453,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013L,2024-03-03 16:12:45,400608,1.07401408,0.0671579,1.7432,232.9581,213.2379,141.6975,0,999,2306,0,-0.00000051,0,4208778,0 TITAN 3C TRANSTAGE DEB,1 43453U 69013L   24063.67552547 -.00000051  00000-0  00000+0 0  9990,2 43453   1.7432 232.9581 0671579 213.2379 141.6975  1.07401408 23069,1969-013L,43453,40277.440,1340.765,36604.253,31194.357,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44457,COSMOS 2539,PAYLOAD,U,19048A,2024-03-03 15:27:27,772416,1.00271245,0.0000081,0.0144,125.9707,304.6158,335.1636,0,999,1684,0,0.00000088,0,4206364,0 COSMOS 2539,1 44457U 19048A   24063.64407144  .00000088  00000-0  00000-0 0  9997,2 44457   0.0144 125.9707 0000081 304.6158 335.1636  1.00271245 16840,2019-048A,44457,42164.883,1436.105,35787.090,35786.407,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44457,COSMOS 2539,PAYLOAD,U,19048A,2024-03-03 15:27:27,772416,1.00271245,0.0000081,0.0144,125.9707,304.6158,335.1636,0,999,1684,0,0.00000088,0,4206666,0 COSMOS 2539,1 44457U 19048A   24063.64407144  .00000088  00000-0  00000+0 0  9996,2 44457   0.0144 125.9707 0000081 304.6158 335.1636  1.00271245 16840,2019-048A,44457,42164.883,1436.105,35787.090,35786.407,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,28945,SPAINSAT,PAYLOAD,U,06007A,2024-03-03 15:12:20,42784,1.00273072,0.0003105,0.0508,251.9387,70.96,37.0657,0,999,6584,0,-0.00000208,0,4208022,0 SPAINSAT,1 28945U 06007A   24063.63356531 -.00000208  00000-0  00000-0 0  9999,2 28945   0.0508 251.9387 0003105  70.9600  37.0657  1.00273072 65842,2006-007A,28945,42164.371,1436.078,35799.328,35773.144,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,28945,SPAINSAT,PAYLOAD,U,06007A,2024-03-03 15:12:19,939104,1.00273178,0.0003146,0.0506,253.4496,68.0425,38.4713,0,999,6583,0,-0.00000208,0,4206364,0 SPAINSAT,1 28945U 06007A   24063.63356411 -.00000208  00000-0  00000-0 0  9996,2 28945   0.0506 253.4496 0003146  68.0425  38.4713  1.00273178 65830,2006-007A,28945,42164.341,1436.077,35799.471,35772.942,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33373,NIMIQ 4,PAYLOAD,U,08044A,2024-03-03 15:00:31,239648,1.00272507,0.0001892,0.0092,156.2383,182.3123,326.4259,0,999,5660,0,-0.00000212,0,4206364,0 NIMIQ 4,1 33373U 08044A   24063.62536157 -.00000212  00000-0  00000-0 0  9991,2 33373   0.0092 156.2383 0001892 182.3123 326.4259  1.00272507 56602,2008-044A,33373,42164.530,1436.087,35794.372,35778.417,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41469,IRNSS 1G,PAYLOAD,U,16027A,2024-03-03 14:59:16,445760,1.00270283,0.0005024,3.2057,123.1847,290.1107,102.907,0,999,2880,0,-0.00000329,0,4206173,0 IRNSS 1G,1 41469U 16027A   24063.62449590 -.00000329  00000-0  00000-0 0  9999,2 41469   3.2057 123.1847 0005024 290.1107 102.9070  1.00270283 28800,2016-027A,41469,42165.153,1436.118,35808.202,35765.834,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,20253,FLTSATCOM 8 (USA 46),PAYLOAD,U,89077A,2024-03-03 14:54:38,787264,1.00274884,0.0006794,12.6669,356.2037,349.7889,165.4031,0,999,25224,0,-0.00000355,0,4206173,0 FLTSATCOM 8 (USA 46),1 20253U 89077A   24063.62128226 -.00000355  00000-0  00000-0 0  9991,2 20253  12.6669 356.2037 0006794 349.7889 165.4031  1.00274884252243,1989-077A,20253,42163.863,1436.053,35814.374,35757.082,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-03 14:51:37,408608,1.00274723,0.0003134,0.2052,99.4724,244.7643,287.6605,0,999,6509,0,-0.0000003,0,4206364,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24063.61918297 -.00000030  00000-0  00000-0 0  9990,2 29162   0.2052  99.4724 0003134 244.7643 287.6605  1.00274723 65097,2006-020A,29162,42163.908,1436.055,35798.988,35772.559,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43162,SBIRS GEO 3 (USA 282),PAYLOAD,U,18009A,2024-03-03 14:21:43,809408,1.00272341,0.0001829,2.4913,331.8202,18.7113,227.334,0,999,2246,0,0.00000138,0,4206173,0 SBIRS GEO 3 (USA 282),1 43162U 18009A   24063.59842372  .00000138  00000-0  00000-0 0  9991,2 43162   2.4913 331.8202 0001829  18.7113 227.3340  1.00272341 22462,2018-009A,43162,42164.576,1436.089,35794.153,35778.729,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25001,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081H,2024-03-03 14:04:55,577568,1.01697226,0.0068588,1.0328,346.7112,39.3376,69.9925,0,999,10982,0,-0.00000273,0,4206173,0 TITAN 3C TRANSTAGE DEB,1 25001U 68081H   24063.58675437 -.00000273  00000-0  00000-0 0  9994,2 25001   1.0328 346.7112 0068588  39.3376  69.9925  1.01697226109828,1968-081H,25001,41769.804,1415.968,35678.160,35105.178,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44307,YAMAL 601,PAYLOAD,U,19031A,2024-03-03 13:54:54,78048,1.00270463,0.0002362,0.0099,164.706,185.4618,69.3739,0,999,1753,0,0.00000128,0,4206173,0 YAMAL 601,1 44307U 19031A   24063.57979257  .00000128  00000-0  00000-0 0  9999,2 44307   0.0099 164.7060 0002362 185.4618  69.3739  1.00270463 17534,2019-031A,44307,42165.103,1436.116,35796.927,35777.008,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41384,IRNSS 1F,PAYLOAD,U,16015A,2024-03-03 13:50:15,884736,1.00275775,0.0020363,3.3243,121.8785,190.4167,89.559,0,999,2928,0,0.00000165,0,4206173,0 IRNSS 1F,1 41384U 16015A   24063.57657274  .00000165  00000-0  00000-0 0  9993,2 41384   3.3243 121.8785 0020363 190.4167  89.5590  1.00275775 29282,2016-015A,41384,42163.613,1436.040,35871.336,35699.621,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33436,ASTRA 1M,PAYLOAD,U,08057A,2024-03-03 13:46:22,802592,1.00270084,0.0001305,0.0173,119.6363,281.2142,346.7548,0,999,3735,0,0.00000127,0,4206173,0 ASTRA 1M,1 33436U 08057A   24063.57387503  .00000127  00000-0  00000-0 0  9992,2 33436   0.0173 119.6363 0001305 281.2142 346.7548  1.00270084 37357,2008-057A,33436,42165.209,1436.121,35792.576,35781.571,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44457,COSMOS 2539,PAYLOAD,U,19048A,2024-03-03 13:44:22,502688,1.00271619,0.0000106,0.0146,125.7516,292.7892,321.3676,0,999,1684,0,0.00000089,0,4206173,0 COSMOS 2539,1 44457U 19048A   24063.57248267  .00000089  00000-0  00000-0 0  9999,2 44457   0.0146 125.7516 0000106 292.7892 321.3676  1.00271619 16844,2019-048A,44457,42164.778,1436.099,35787.090,35786.197,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42749,ECHOSTAR 21,PAYLOAD,U,17032A,2024-03-03 13:43:52,427712,1.0027132,0.0002319,2.7246,317.5971,22.0543,38.3744,0,999,2473,0,0.00000075,0,4206173,0 ECHOSTAR 21,1 42749U 17032A   24063.57213458  .00000075  00000-0  00000-0 0  9991,2 42749   2.7246 317.5971 0002319  22.0543  38.3744  1.00271320 24734,2017-032A,42749,42164.862,1436.104,35796.505,35776.949,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33373,NIMIQ 4,PAYLOAD,U,08044A,2024-03-03 13:17:25,970784,1.00272524,0.0001891,0.0108,141.2911,198.0201,299.8225,0,999,5660,0,-0.00000212,0,4206173,0 NIMIQ 4,1 33373U 08044A   24063.55377281 -.00000212  00000-0  00000-0 0  9994,2 33373   0.0108 141.2911 0001891 198.0201 299.8225  1.00272524 56606,2008-044A,33373,42164.525,1436.086,35794.363,35778.416,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38699,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081Z,2024-03-03 13:17:11,649120,1.00848518,0.0099684,1.3626,338.7872,344.5646,189.5018,0,999,4344,0,-0.00000062,0,4206173,0 TITAN 3C TRANSTAGE DEB,1 38699U 68081Z   24063.55360705 -.00000062  00000-0  00000-0 0  9993,2 38699   1.3626 338.7872 0099684 344.5646 189.5018  1.00848518 43443,1968-081Z,38699,42003.824,1427.884,36044.400,35206.978,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-03 12:43:33,899808,1.00274715,0.0003134,0.205,99.4869,244.6554,255.6517,0,999,6508,0,-0.0000003,0,4205842,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24063.53025347 -.00000030  00000-0  00000+0 0  9995,2 29162   0.2050  99.4869 0003134 244.6554 255.6517  1.00274715 65082,2006-020A,29162,42163.911,1436.055,35798.990,35772.561,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-03 12:43:33,899808,1.00274715,0.0003134,0.205,99.4869,244.6554,255.6517,0,999,6509,0,-0.0000003,0,4206173,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24063.53025347 -.00000030  00000-0  00000-0 0  9996,2 29162   0.2050  99.4869 0003134 244.6554 255.6517  1.00274715 65093,2006-020A,29162,42163.911,1436.055,35798.990,35772.561,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29055,ASTRA 1KR,PAYLOAD,U,06012A,2024-03-03 12:03:42,594912,1.00273391,0.0002835,0.0806,280.4448,15.1352,66.2947,0,999,3733,0,0.00000128,0,4206173,0 ASTRA 1KR,1 29055U 06012A   24063.50257633  .00000128  00000-0  00000-0 0  9997,2 29055   0.0806 280.4448 0002835  15.1352  66.2947  1.00273391 37338,2006-012A,29055,42164.282,1436.074,35798.100,35774.193,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43162,SBIRS GEO 3 (USA 282),PAYLOAD,U,18009A,2024-03-03 11:41:21,765408,1.00272339,0.000182,2.4916,331.8166,19.0749,186.7723,0,999,2246,0,0.00000139,0,4205710,0 SBIRS GEO 3 (USA 282),1 43162U 18009A   24063.48705747  .00000139  00000-0  00000+0 0  9993,2 43162   2.4916 331.8166 0001820  19.0749 186.7723  1.00272339 22464,2018-009A,43162,42164.577,1436.089,35794.116,35778.768,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,23712,USA 115,PAYLOAD,U,95060A,2024-03-03 11:18:56,507904,1.00274713,0.0003339,13.7619,9.7758,318.0378,243.6381,0,999,2326,0,-0.0000001,0,4205600,0 USA 115,1 23712U 95060A   24063.47148736 -.00000010  00000-0  00000+0 0  9991,2 23712  13.7619   9.7758 0003339 318.0378 243.6381  1.00274713 23263,1995-060A,23712,42163.911,1436.055,35799.855,35771.698,0
